1	43.8237
2	44.7617
3	45.8866
4	47.3008
5	48.9408
6	50.8066
7	53.1458
8	55.8665
9	58.9182
10	62.2515
11	65.7834
12	69.2871
13	72.4701
14	75.5597
15	78.6643
16	81.9332
17	85.3747
18	88.9293
19	92.5454
20	95.777
21	98.3324
22	99.6369
23	99.8506
24	99.3394
25	98.509
26	96.7889
27	94.9995
28	92.7622
29	90.2887
30	87.5061
31	84.576
32	81.5899
33	78.5692
34	75.573
35	72.2867
36	69.1827
37	65.9028
38	62.5492
39	59.4812
40	56.3894
41	53.369
42	50.6019
43	47.7828
44	45.1398
45	42.7033
46	40.3087
47	37.9832
48	35.8412
49	33.774
50	31.8454
51	29.9917
52	28.2197
53	26.6462
54	25.0209
55	23.5671
56	22.1568
57	20.9271
58	19.5281
59	18.4298
60	17.314
61	16.1957
62	15.2284
63	14.3131
64	13.5198
65	12.5922
66	11.7471
67	11.0105
68	10.3387
69	9.62039
70	9.0446
71	8.49026
72	7.90429
73	7.37938
74	6.90068
75	6.2311
76	5.85247
77	5.35164
78	4.92688
79	4.48685
80	4.02749
81	3.59001
82	3.17729
83	2.80781
84	2.42655
85	2.09388
86	1.75451
87	1.4818
88	1.22316
89	1.00971
90	0.832736
91	0.690866
92	0.54696
93	0.443758
94	0.342677
95	0.276278
96	0.213442
97	0.172398
98	0.135256
99	0.101506
100	0.0741152
101	0.0656352
102	0.0698752
103	0.0569856
104	0.051728
105	0.0460464
106	0.0414672
107	0.0337504
108	0.0323088
109	0.028408
110	0.0266272
111	0.0240832
112	0.0255248
113	0.0200976
114	0.0223872
115	0.0206064
116	0.0248464
117	0.0232352
118	0.0289168
119	0.0317152
120	0.0340048
121	0.0383296
122	0.03816
123	0.0371424
124	0.0403648
125	0.0417216
126	0.0412976
127	0.0421456
128	0.038584
129	0.0345984
130	0.035616
131	0.0361248
132	0.0362944
133	0.0337504
134	0.036464
135	0.0307824
136	0.0331568
137	0.032648
138	0.0331568
139	0.035616
140	0.036464
141	0.0353616
142	0.037736
143	0.0418912
144	0.0418912
145	0.0431632
146	0.0477424
147	0.0469792
148	0.0463008
149	0.0518128
150	0.0518976
