1	0.978955
2	1.00744
3	1.02168
4	1.03406
5	1.10403
6	1.07555
7	1.12385
8	1.19753
9	1.24459
10	1.28546
11	1.36224
12	1.37277
13	1.44893
14	1.61549
15	1.69599
16	1.79444
17	1.93128
18	2.06999
19	2.27556
20	2.60621
21	2.93315
22	3.15916
23	3.309
24	3.56473
25	3.72944
26	3.99508
27	4.27248
28	4.46072
29	4.73564
30	4.86134
31	5.01552
32	5.21057
33	5.39199
34	5.63782
35	5.82358
36	6.06692
37	6.20748
38	6.37838
39	6.53008
40	6.66445
41	6.80315
42	6.88303
43	7.16291
44	7.1691
45	7.43597
46	7.59944
47	7.72824
48	7.81554
49	7.85951
50	8.08551
51	8.17034
52	8.37344
53	8.57282
54	8.54124
55	8.68614
56	8.91338
57	9.18088
58	9.11648
59	9.28552
60	9.39636
61	9.46571
62	9.64032
63	9.92268
64	9.96417
65	10.0459
66	10.2199
67	10.4205
68	10.5214
69	10.4936
70	10.867
71	11.1592
72	11.3091
73	11.4694
74	11.74
75	12.1611
76	12.654
77	12.9828
78	13.4986
79	13.9791
80	15.0236
81	16.0559
82	17.0453
83	18.5605
84	20.1989
85	22.6206
86	25.6677
87	28.7371
88	32.9489
89	37.7687
90	43.4171
91	49.2326
92	56.3212
93	62.5739
94	66.956
95	69.0507
96	67.6556
97	74.2346
98	75.2669
99	71.1256
100	64.2327
101	59.0314
102	52.4927
103	46.3855
104	40.4338
105	33.887
106	27.8281
107	22.9934
108	19.3494
109	16.9128
110	14.6571
111	13.1865
112	11.9369
113	11.2663
114	10.7109
115	10.8038
116	11.2589
117	12.5252
118	14.919
119	16.8571
120	18.0596
121	19.0596
122	20.2125
123	21.5302
124	22.8751
125	23.5698
126	24.8398
127	26.4628
128	27.6529
129	28.8894
130	30.0523
131	31.2442
132	31.4479
133	30.8925
134	29.3451
135	29.2968
136	30.1841
137	31.8263
138	33.6523
139	35.1854
140	37.3557
141	39.4523
142	41.9217
143	44.4555
144	46.9874
145	49.8574
146	52.7992
147	56.5887
148	60.4302
149	64.4445
150	69.0507
